23,0,0,"030.65",18
17,0,0,"033.81",15
12,0,0,"035.16",13
13,0,0,"037.66",12
22,0,0,"039.89",11
19,0,0,"042.56",10
8,0,0,"044.28",9
11,0,1,"039.93",8
24,0,0,"048.42",7
7,1,0,"044.04",6
20,1,0,"044.09",5
2,0,0,"049.40",4
10,0,0,"052.18",3
3,0,2,"055.99",2
1,0,1,"061.90",1
26,1,0,"064.85",0
5,2,2,"065.68",0
25,2,0,"DIS",0
33,0,0,"DIS",0
4,0,0,"DIS",0
46,0,0,"DIS",0
6,0,0,"DIS",0
18,0,0,"DIS",0
9,0,2,"DIS",0
