17,0,0,"041,63",25
11,0,0,"042,34",20
22,0,0,"044,65",17
20,0,0,"047,57",14
13,1,0,"041.28",12
46,1,0,"045,86",10
19,0,1,"051,07",9
24,1,0,"054,21",8
25,1,0,"055,71",7
23,2,1,"037,50",6
6,0,1,"057,66",5
2,1,0,"060,5",4
9,2,1,"054,42",3
7,2,2,"52,92",2
4,3,2,"050.82",1
26,1,1,"065,97",0
1,2,1,"080,19",0
10,0,0,"DIS",0
8,0,1,"DIS",0
12,1,0,"DIS",0
5,2,1,"DIS",0
18,0,2,"DIS",0
33,0,0,"DIS",0
3,2,2,"N",0
