30,0,0,"045.86",25
39,0,0,"051.27",20
42,0,0,"051.51",17
37,1,0,"043.50",14
43,0,1,"049.58",12
58,0,0,"054.76",10
38,0,0,"066.30",9
32,1,1,"072.68",8
44,0,0,"DIS",0
35,0,0,"DIS",0
40,0,1,"DIS",0
41,1,1,"DIS",0
34,0,0,"N",0
29,0,0,"N",0
